frequency_Hz,H_real,H_imag,H_magnitude,H_phase_deg,coherence,Gxx,Gyy,Gxy_real,Gxy_imag,valid
129.0,1.247645,0.125129,1.2539040284910163,5.72716591068155,1.0,1.0,1.0,1.247645,0.125129,True
130.0,1.24765,0.12513000000000002,1.2539091033244794,5.727188577087578,1.0,1.0,1.0,1.24765,0.12513000000000002,True
131.0,1.247655,0.125131,1.2539141781581387,5.7272112433101325,1.0,1.0,1.0,1.247655,0.125131,True
132.0,1.24766,0.12513200000000002,1.2539192529919938,5.727233909349222,1.0,1.0,1.0,1.24766,0.12513200000000002,True
133.0,1.247665,0.125133,1.2539243278260455,5.727256575204842,1.0,1.0,1.0,1.247665,0.125133,True
134.0,1.24767,0.125134,1.2539294026602934,5.727279240876999,1.0,1.0,1.0,1.24767,0.125134,True
135.0,1.2476749999999999,0.125135,1.2539344774947374,5.727301906365695,1.0,1.0,1.0,1.2476749999999999,0.125135,True
136.0,1.24768,0.125136,1.2539395523293775,5.727324571670931,1.0,1.0,1.0,1.24768,0.125136,True
137.0,1.247685,0.125137,1.253944627164214,5.72734723679271,1.0,1.0,1.0,1.247685,0.125137,True
138.0,1.24769,0.125138,1.253949701999247,5.727369901731033,1.0,1.0,1.0,1.24769,0.125138,True
139.0,1.247695,0.125139,1.2539547768344759,5.727392566485904,1.0,1.0,1.0,1.247695,0.125139,True
140.0,1.2477,0.12514,1.253959851669901,5.727415231057323,1.0,1.0,1.0,1.2477,0.12514,True
141.0,1.2477049999999998,0.125141,1.2539649265055222,5.727437895445296,1.0,1.0,1.0,1.2477049999999998,0.125141,True
142.0,1.2477099999999999,0.125142,1.2539700013413397,5.727460559649821,1.0,1.0,1.0,1.2477099999999999,0.125142,True
143.0,1.247715,0.125143,1.2539750761773536,5.727483223670903,1.0,1.0,1.0,1.247715,0.125143,True
144.0,1.24772,0.125144,1.2539801510135635,5.727505887508541,1.0,1.0,1.0,1.24772,0.125144,True
145.0,1.247725,0.125145,1.25398522584997,5.727528551162741,1.0,1.0,1.0,1.247725,0.125145,True
146.0,1.24773,0.125146,1.2539903006865722,5.727551214633504,1.0,1.0,1.0,1.24773,0.125146,True
147.0,1.247735,0.125147,1.253995375523371,5.727573877920831,1.0,1.0,1.0,1.247735,0.125147,True
148.0,1.2477399999999998,0.125148,1.2540004503603657,5.7275965410247265,1.0,1.0,1.0,1.2477399999999998,0.125148,True
149.0,1.2477449999999999,0.125149,1.2540055251975566,5.727619203945189,1.0,1.0,1.0,1.2477449999999999,0.125149,True
150.0,1.24775,0.12515,1.2540106000349436,5.727641866682225,1.0,1.0,1.0,1.24775,0.12515,True
151.0,1.247755,0.125151,1.254015674872527,5.727664529235834,1.0,1.0,1.0,1.247755,0.125151,True
152.0,1.24776,0.125152,1.2540207497103069,5.727687191606019,1.0,1.0,1.0,1.24776,0.125152,True
153.0,1.247765,0.12515300000000001,1.2540258245482827,5.727709853792781,1.0,1.0,1.0,1.247765,0.12515300000000001,True
154.0,1.24777,0.12515400000000002,1.2540308993864546,5.7277325157961245,1.0,1.0,1.0,1.24777,0.12515400000000002,True
155.0,1.2477749999999999,0.12515500000000002,1.2540359742248226,5.727755177616052,1.0,1.0,1.0,1.2477749999999999,0.12515500000000002,True
156.0,1.24778,0.125156,1.2540410490633866,5.727777839252561,1.0,1.0,1.0,1.24778,0.125156,True
157.0,1.247785,0.12515700000000002,1.2540461239021472,5.72780050070566,1.0,1.0,1.0,1.247785,0.12515700000000002,True
158.0,1.24779,0.125158,1.254051198741104,5.727823161975347,1.0,1.0,1.0,1.24779,0.125158,True
159.0,1.247795,0.125159,1.254056273580257,5.7278458230616245,1.0,1.0,1.0,1.247795,0.125159,True
160.0,1.2478,0.12516,1.254061348419606,5.727868483964498,1.0,1.0,1.0,1.2478,0.12516,True
161.0,1.247805,0.125161,1.254066423259151,5.727891144683966,1.0,1.0,1.0,1.247805,0.125161,True
162.0,1.2478099999999999,0.125162,1.2540714980988923,5.727913805220033,1.0,1.0,1.0,1.2478099999999999,0.125162,True
163.0,1.247815,0.125163,1.2540765729388297,5.7279364655727,1.0,1.0,1.0,1.247815,0.125163,True
164.0,1.24782,0.125164,1.2540816477789634,5.727959125741969,1.0,1.0,1.0,1.24782,0.125164,True
165.0,1.247825,0.125165,1.254086722619293,5.7279817857278434,1.0,1.0,1.0,1.247825,0.125165,True
166.0,1.24783,0.125166,1.2540917974598191,5.728004445530324,1.0,1.0,1.0,1.24783,0.125166,True
167.0,1.247835,0.125167,1.2540968723005412,5.728027105149415,1.0,1.0,1.0,1.247835,0.125167,True
168.0,1.24784,0.125168,1.2541019471414596,5.728049764585117,1.0,1.0,1.0,1.24784,0.125168,True
169.0,1.2478449999999999,0.125169,1.2541070219825738,5.728072423837434,1.0,1.0,1.0,1.2478449999999999,0.125169,True
170.0,1.24785,0.12517,1.2541120968238841,5.728095082906365,1.0,1.0,1.0,1.24785,0.12517,True
171.0,1.247855,0.125171,1.254117171665391,5.728117741791914,1.0,1.0,1.0,1.247855,0.125171,True
172.0,1.24786,0.125172,1.254122246507094,5.728140400494085,1.0,1.0,1.0,1.24786,0.125172,True
173.0,1.247865,0.125173,1.254127321348993,5.728163059012877,1.0,1.0,1.0,1.247865,0.125173,True
174.0,1.24787,0.125174,1.254132396191088,5.728185717348294,1.0,1.0,1.0,1.24787,0.125174,True
175.0,1.247875,0.125175,1.2541374710333792,5.728208375500338,1.0,1.0,1.0,1.247875,0.125175,True
176.0,1.2478799999999999,0.125176,1.2541425458758664,5.7282310334690125,1.0,1.0,1.0,1.2478799999999999,0.125176,True
177.0,1.247885,0.125177,1.2541476207185498,5.728253691254318,1.0,1.0,1.0,1.247885,0.125177,True
178.0,1.24789,0.125178,1.2541526955614295,5.728276348856256,1.0,1.0,1.0,1.24789,0.125178,True
179.0,1.247895,0.125179,1.2541577704045053,5.72829900627483,1.0,1.0,1.0,1.247895,0.125179,True
180.0,1.2479,0.12518,1.254162845247777,5.728321663510044,1.0,1.0,1.0,1.2479,0.12518,True
181.0,1.247905,0.12518100000000001,1.2541679200912452,5.728344320561896,1.0,1.0,1.0,1.247905,0.12518100000000001,True
182.0,1.2479099999999999,0.12518200000000002,1.2541729949349092,5.728366977430393,1.0,1.0,1.0,1.2479099999999999,0.12518200000000002,True
183.0,1.2479149999999999,0.125183,1.2541780697787692,5.728389634115532,1.0,1.0,1.0,1.2479149999999999,0.125183,True
184.0,1.24792,0.12518400000000002,1.2541831446228255,5.72841229061732,1.0,1.0,1.0,1.24792,0.12518400000000002,True
185.0,1.247925,0.125185,1.2541882194670781,5.728434946935755,1.0,1.0,1.0,1.247925,0.125185,True
186.0,1.24793,0.125186,1.2541932943115268,5.728457603070843,1.0,1.0,1.0,1.24793,0.125186,True
187.0,1.247935,0.125187,1.2541983691561716,5.728480259022584,1.0,1.0,1.0,1.247935,0.125187,True
188.0,1.24794,0.125188,1.2542034440010124,5.728502914790981,1.0,1.0,1.0,1.24794,0.125188,True
189.0,1.2479449999999999,0.125189,1.254208518846049,5.728525570376037,1.0,1.0,1.0,1.2479449999999999,0.125189,True
190.0,1.24795,0.12519,1.254213593691282,5.728548225777753,1.0,1.0,1.0,1.24795,0.12519,True
191.0,1.247955,0.125191,1.254218668536711,5.7285708809961315,1.0,1.0,1.0,1.247955,0.125191,True
192.0,1.24796,0.125192,1.254223743382336,5.728593536031173,1.0,1.0,1.0,1.24796,0.125192,True
193.0,1.247965,0.125193,1.2542288182281571,5.728616190882883,1.0,1.0,1.0,1.247965,0.125193,True
194.0,1.24797,0.125194,1.2542338930741745,5.728638845551262,1.0,1.0,1.0,1.24797,0.125194,True
195.0,1.247975,0.125195,1.2542389679203882,5.728661500036313,1.0,1.0,1.0,1.247975,0.125195,True
196.0,1.2479799999999999,0.125196,1.2542440427667974,5.728684154338037,1.0,1.0,1.0,1.2479799999999999,0.125196,True
197.0,1.247985,0.125197,1.254249117613403,5.728706808456437,1.0,1.0,1.0,1.247985,0.125197,True
198.0,1.24799,0.125198,1.2542541924602044,5.728729462391515,1.0,1.0,1.0,1.24799,0.125198,True
199.0,1.247995,0.125199,1.2542592673072022,5.728752116143272,1.0,1.0,1.0,1.247995,0.125199,True
200.0,1.248,0.1252,1.254264342154396,5.728774769711713,1.0,1.0,1.0,1.248,0.1252,True
201.0,1.248005,0.125201,1.254269417001786,5.728797423096837,1.0,1.0,1.0,1.248005,0.125201,True
202.0,1.2480099999999998,0.125202,1.2542744918493718,5.72882007629865,1.0,1.0,1.0,1.2480099999999998,0.125202,True
203.0,1.2480149999999999,0.125203,1.2542795666971536,5.728842729317151,1.0,1.0,1.0,1.2480149999999999,0.125203,True
204.0,1.24802,0.125204,1.2542846415451319,5.728865382152343,1.0,1.0,1.0,1.24802,0.125204,True
205.0,1.248025,0.125205,1.254289716393306,5.728888034804229,1.0,1.0,1.0,1.248025,0.125205,True
206.0,1.24803,0.125206,1.254294791241676,5.72891068727281,1.0,1.0,1.0,1.24803,0.125206,True
207.0,1.248035,0.125207,1.2542998660902425,5.728933339558091,1.0,1.0,1.0,1.248035,0.125207,True
208.0,1.24804,0.125208,1.2543049409390048,5.7289559916600705,1.0,1.0,1.0,1.24804,0.125208,True
209.0,1.2480449999999998,0.12520900000000001,1.2543100157879628,5.7289786435787535,1.0,1.0,1.0,1.2480449999999998,0.12520900000000001,True
210.0,1.2480499999999999,0.12521000000000002,1.2543150906371174,5.7290012953141405,1.0,1.0,1.0,1.2480499999999999,0.12521000000000002,True
211.0,1.248055,0.12521100000000002,1.2543201654864677,5.729023946866234,1.0,1.0,1.0,1.248055,0.12521100000000002,True
212.0,1.24806,0.125212,1.2543252403360141,5.729046598235036,1.0,1.0,1.0,1.24806,0.125212,True
213.0,1.248065,0.12521300000000002,1.2543303151857568,5.729069249420551,1.0,1.0,1.0,1.248065,0.12521300000000002,True
214.0,1.24807,0.125214,1.2543353900356953,5.729091900422778,1.0,1.0,1.0,1.24807,0.125214,True
215.0,1.248075,0.125215,1.25434046488583,5.729114551241721,1.0,1.0,1.0,1.248075,0.125215,True
216.0,1.2480799999999999,0.125216,1.2543455397361605,5.729137201877383,1.0,1.0,1.0,1.2480799999999999,0.125216,True
217.0,1.2480849999999999,0.125217,1.254350614586687,5.729159852329765,1.0,1.0,1.0,1.2480849999999999,0.125217,True
218.0,1.24809,0.125218,1.2543556894374097,5.729182502598868,1.0,1.0,1.0,1.24809,0.125218,True
219.0,1.248095,0.125219,1.2543607642883288,5.729205152684697,1.0,1.0,1.0,1.248095,0.125219,True
220.0,1.2481,0.12522,1.2543658391394432,5.729227802587252,1.0,1.0,1.0,1.2481,0.12522,True
221.0,1.248105,0.125221,1.2543709139907542,5.729250452306537,1.0,1.0,1.0,1.248105,0.125221,True
222.0,1.24811,0.125222,1.2543759888422612,5.729273101842551,1.0,1.0,1.0,1.24811,0.125222,True
223.0,1.2481149999999999,0.125223,1.2543810636939636,5.729295751195301,1.0,1.0,1.0,1.2481149999999999,0.125223,True
224.0,1.24812,0.125224,1.2543861385458626,5.729318400364786,1.0,1.0,1.0,1.24812,0.125224,True
225.0,1.248125,0.125225,1.2543912133979573,5.729341049351009,1.0,1.0,1.0,1.248125,0.125225,True
226.0,1.24813,0.125226,1.2543962882502482,5.729363698153972,1.0,1.0,1.0,1.24813,0.125226,True
227.0,1.248135,0.125227,1.2544013631027353,5.729386346773677,1.0,1.0,1.0,1.248135,0.125227,True
228.0,1.24814,0.125228,1.254406437955418,5.729408995210127,1.0,1.0,1.0,1.24814,0.125228,True
229.0,1.248145,0.125229,1.2544115128082969,5.729431643463323,1.0,1.0,1.0,1.248145,0.125229,True
230.0,1.2481499999999999,0.12523,1.2544165876613718,5.729454291533269,1.0,1.0,1.0,1.2481499999999999,0.12523,True
231.0,1.248155,0.125231,1.2544216625146425,5.729476939419966,1.0,1.0,1.0,1.248155,0.125231,True
232.0,1.24816,0.125232,1.2544267373681095,5.729499587123415,1.0,1.0,1.0,1.24816,0.125232,True
233.0,1.248165,0.125233,1.2544318122217724,5.729522234643621,1.0,1.0,1.0,1.248165,0.125233,True
234.0,1.24817,0.125234,1.2544368870756313,5.729544881980585,1.0,1.0,1.0,1.24817,0.125234,True
235.0,1.248175,0.125235,1.254441961929686,5.729567529134309,1.0,1.0,1.0,1.248175,0.125235,True
236.0,1.24818,0.12523600000000001,1.254447036783937,5.729590176104795,1.0,1.0,1.0,1.24818,0.12523600000000001,True
237.0,1.2481849999999999,0.12523700000000001,1.2544521116383835,5.7296128228920455,1.0,1.0,1.0,1.2481849999999999,0.12523700000000001,True
238.0,1.24819,0.12523800000000002,1.2544571864930265,5.7296354694960625,1.0,1.0,1.0,1.24819,0.12523800000000002,True
239.0,1.248195,0.12523900000000002,1.2544622613478653,5.729658115916848,1.0,1.0,1.0,1.248195,0.12523900000000002,True
240.0,1.2482,0.12524000000000002,1.2544673362029002,5.7296807621544055,1.0,1.0,1.0,1.2482,0.12524000000000002,True
241.0,1.248205,0.125241,1.254472411058131,5.729703408208735,1.0,1.0,1.0,1.248205,0.125241,True
242.0,1.24821,0.12524200000000002,1.2544774859135577,5.729726054079842,1.0,1.0,1.0,1.24821,0.12524200000000002,True
243.0,1.248215,0.125243,1.2544825607691803,5.729748699767725,1.0,1.0,1.0,1.248215,0.125243,True
244.0,1.2482199999999999,0.125244,1.2544876356249988,5.72977134527239,1.0,1.0,1.0,1.2482199999999999,0.125244,True
245.0,1.248225,0.125245,1.2544927104810135,5.729793990593836,1.0,1.0,1.0,1.248225,0.125245,True
246.0,1.24823,0.125246,1.2544977853372241,5.729816635732067,1.0,1.0,1.0,1.24823,0.125246,True
247.0,1.248235,0.125247,1.2545028601936306,5.729839280687084,1.0,1.0,1.0,1.248235,0.125247,True
248.0,1.24824,0.125248,1.254507935050233,5.7298619254588905,1.0,1.0,1.0,1.24824,0.125248,True
249.0,1.248245,0.125249,1.2545130099070316,5.729884570047488,1.0,1.0,1.0,1.248245,0.125249,True
250.0,1.2482499999999999,0.12525,1.254518084764026,5.729907214452879,1.0,1.0,1.0,1.2482499999999999,0.12525,True
251.0,1.248255,0.125251,1.2545231596212163,5.7299298586750655,1.0,1.0,1.0,1.248255,0.125251,True
252.0,1.24826,0.125252,1.2545282344786026,5.72995250271405,1.0,1.0,1.0,1.24826,0.125252,True
253.0,1.248265,0.125253,1.254533309336185,5.729975146569833,1.0,1.0,1.0,1.248265,0.125253,True
254.0,1.24827,0.125254,1.254538384193963,5.729997790242419,1.0,1.0,1.0,1.24827,0.125254,True
255.0,1.248275,0.125255,1.2545434590519375,5.730020433731809,1.0,1.0,1.0,1.248275,0.125255,True
256.0,1.24828,0.125256,1.2545485339101075,5.730043077038006,1.0,1.0,1.0,1.24828,0.125256,True
257.0,1.2482849999999999,0.125257,1.2545536087684732,5.730065720161014,1.0,1.0,1.0,1.2482849999999999,0.125257,True
258.0,1.24829,0.125258,1.2545586836270355,5.730088363100831,1.0,1.0,1.0,1.24829,0.125258,True
259.0,1.248295,0.125259,1.2545637584857934,5.730111005857461,1.0,1.0,1.0,1.248295,0.125259,True
260.0,1.2483,0.12526,1.2545688333447471,5.730133648430907,1.0,1.0,1.0,1.2483,0.12526,True
261.0,1.248305,0.125261,1.254573908203897,5.73015629082117,1.0,1.0,1.0,1.248305,0.125261,True
262.0,1.24831,0.125262,1.2545789830632426,5.730178933028253,1.0,1.0,1.0,1.24831,0.125262,True
263.0,1.2483149999999998,0.125263,1.254584057922784,5.730201575052159,1.0,1.0,1.0,1.2483149999999998,0.125263,True
264.0,1.2483199999999999,0.12526400000000001,1.2545891327825216,5.73022421689289,1.0,1.0,1.0,1.2483199999999999,0.12526400000000001,True
265.0,1.248325,0.12526500000000002,1.2545942076424552,5.730246858550446,1.0,1.0,1.0,1.248325,0.12526500000000002,True
266.0,1.24833,0.12526600000000002,1.2545992825025845,5.73026950002483,1.0,1.0,1.0,1.24833,0.12526600000000002,True
267.0,1.248335,0.12526700000000002,1.2546043573629098,5.730292141316047,1.0,1.0,1.0,1.248335,0.12526700000000002,True
268.0,1.24834,0.125268,1.2546094322234311,5.730314782424095,1.0,1.0,1.0,1.24834,0.125268,True
269.0,1.248345,0.12526900000000002,1.2546145070841481,5.730337423348981,1.0,1.0,1.0,1.248345,0.12526900000000002,True
270.0,1.2483499999999998,0.12527,1.254619581945061,5.730360064090703,1.0,1.0,1.0,1.2483499999999998,0.12527,True
271.0,1.2483549999999999,0.125271,1.2546246568061699,5.730382704649265,1.0,1.0,1.0,1.2483549999999999,0.125271,True
272.0,1.24836,0.125272,1.2546297316674748,5.7304053450246695,1.0,1.0,1.0,1.24836,0.125272,True
273.0,1.248365,0.125273,1.2546348065289756,5.730427985216918,1.0,1.0,1.0,1.248365,0.125273,True
274.0,1.24837,0.125274,1.2546398813906723,5.7304506252260135,1.0,1.0,1.0,1.24837,0.125274,True
275.0,1.248375,0.125275,1.2546449562525648,5.730473265051957,1.0,1.0,1.0,1.248375,0.125275,True
276.0,1.24838,0.125276,1.2546500311146531,5.730495904694752,1.0,1.0,1.0,1.24838,0.125276,True
277.0,1.2483849999999999,0.125277,1.254655105976937,5.7305185441544015,1.0,1.0,1.0,1.2483849999999999,0.125277,True
278.0,1.2483899999999999,0.125278,1.2546601808394173,5.730541183430904,1.0,1.0,1.0,1.2483899999999999,0.125278,True
279.0,1.248395,0.125279,1.2546652557020936,5.730563822524265,1.0,1.0,1.0,1.248395,0.125279,True
280.0,1.2484,0.12528,1.2546703305649656,5.730586461434486,1.0,1.0,1.0,1.2484,0.12528,True
281.0,1.248405,0.125281,1.2546754054280334,5.730609100161568,1.0,1.0,1.0,1.248405,0.125281,True
282.0,1.24841,0.125282,1.2546804802912972,5.730631738705515,1.0,1.0,1.0,1.24841,0.125282,True
283.0,1.248415,0.125283,1.2546855551547567,5.730654377066328,1.0,1.0,1.0,1.248415,0.125283,True
284.0,1.2484199999999999,0.125284,1.254690630018412,5.730677015244011,1.0,1.0,1.0,1.2484199999999999,0.125284,True
285.0,1.248425,0.125285,1.2546957048822633,5.730699653238564,1.0,1.0,1.0,1.248425,0.125285,True
286.0,1.24843,0.125286,1.2547007797463108,5.7307222910499895,1.0,1.0,1.0,1.24843,0.125286,True
287.0,1.248435,0.125287,1.2547058546105538,5.730744928678291,1.0,1.0,1.0,1.248435,0.125287,True
288.0,1.24844,0.125288,1.2547109294749927,5.73076756612347,1.0,1.0,1.0,1.24844,0.125288,True
289.0,1.248445,0.125289,1.2547160043396275,5.730790203385529,1.0,1.0,1.0,1.248445,0.125289,True
290.0,1.24845,0.12529,1.254721079204458,5.730812840464469,1.0,1.0,1.0,1.24845,0.12529,True
291.0,1.2484549999999999,0.125291,1.2547261540694845,5.730835477360294,1.0,1.0,1.0,1.2484549999999999,0.125291,True
292.0,1.24846,0.12529200000000001,1.254731228934707,5.730858114073006,1.0,1.0,1.0,1.24846,0.12529200000000001,True
293.0,1.248465,0.12529300000000002,1.2547363038001251,5.730880750602605,1.0,1.0,1.0,1.248465,0.12529300000000002,True
294.0,1.24847,0.12529400000000002,1.2547413786657393,5.730903386949095,1.0,1.0,1.0,1.24847,0.12529400000000002,True
295.0,1.248475,0.125295,1.2547464535315491,5.7309260231124775,1.0,1.0,1.0,1.248475,0.125295,True
296.0,1.24848,0.12529600000000002,1.254751528397555,5.730948659092757,1.0,1.0,1.0,1.24848,0.12529600000000002,True
297.0,1.248485,0.125297,1.2547566032637565,5.730971294889931,1.0,1.0,1.0,1.248485,0.125297,True
298.0,1.2484899999999999,0.125298,1.2547616781301536,5.730993930504009,1.0,1.0,1.0,1.2484899999999999,0.125298,True
299.0,1.248495,0.125299,1.254766752996747,5.731016565934986,1.0,1.0,1.0,1.248495,0.125299,True
300.0,1.2485,0.1253,1.254771827863536,5.731039201182868,1.0,1.0,1.0,1.2485,0.1253,True
301.0,1.248505,0.125301,1.2547769027305211,5.7310618362476555,1.0,1.0,1.0,1.248505,0.125301,True
302.0,1.24851,0.125302,1.254781977597702,5.731084471129352,1.0,1.0,1.0,1.24851,0.125302,True
303.0,1.248515,0.125303,1.2547870524650788,5.7311071058279595,1.0,1.0,1.0,1.248515,0.125303,True
304.0,1.24852,0.125304,1.254792127332651,5.731129740343479,1.0,1.0,1.0,1.24852,0.125304,True
305.0,1.2485249999999999,0.125305,1.2547972022004192,5.731152374675915,1.0,1.0,1.0,1.2485249999999999,0.125305,True
306.0,1.24853,0.125306,1.2548022770683833,5.731175008825269,1.0,1.0,1.0,1.24853,0.125306,True
307.0,1.248535,0.125307,1.2548073519365432,5.731197642791541,1.0,1.0,1.0,1.248535,0.125307,True
308.0,1.24854,0.125308,1.2548124268048988,5.731220276574735,1.0,1.0,1.0,1.24854,0.125308,True
309.0,1.248545,0.125309,1.2548175016734504,5.731242910174853,1.0,1.0,1.0,1.248545,0.125309,True
310.0,1.24855,0.12531,1.2548225765421979,5.731265543591896,1.0,1.0,1.0,1.24855,0.12531,True
311.0,1.2485549999999999,0.125311,1.2548276514111407,5.7312881768258706,1.0,1.0,1.0,1.2485549999999999,0.125311,True
312.0,1.24856,0.125312,1.25483272628028,5.731310809876774,1.0,1.0,1.0,1.24856,0.125312,True
313.0,1.248565,0.125313,1.2548378011496146,5.73133344274461,1.0,1.0,1.0,1.248565,0.125313,True
314.0,1.24857,0.125314,1.254842876019145,5.731356075429382,1.0,1.0,1.0,1.24857,0.125314,True
315.0,1.248575,0.125315,1.2548479508888717,5.73137870793109,1.0,1.0,1.0,1.248575,0.125315,True
316.0,1.24858,0.125316,1.254853025758794,5.731401340249739,1.0,1.0,1.0,1.24858,0.125316,True
317.0,1.248585,0.125317,1.254858100628912,5.731423972385328,1.0,1.0,1.0,1.248585,0.125317,True
318.0,1.2485899999999999,0.125318,1.2548631754992252,5.731446604337863,1.0,1.0,1.0,1.2485899999999999,0.125318,True
319.0,1.248595,0.125319,1.2548682503697348,5.731469236107343,1.0,1.0,1.0,1.248595,0.125319,True
320.0,1.2486,0.12532000000000001,1.2548733252404403,5.731491867693772,1.0,1.0,1.0,1.2486,0.12532000000000001,True
321.0,1.248605,0.12532100000000002,1.2548784001113413,5.731514499097151,1.0,1.0,1.0,1.248605,0.12532100000000002,True
322.0,1.24861,0.12532200000000002,1.2548834749824382,5.731537130317483,1.0,1.0,1.0,1.24861,0.12532200000000002,True
323.0,1.248615,0.12532300000000002,1.254888549853731,5.731559761354769,1.0,1.0,1.0,1.248615,0.12532300000000002,True
324.0,1.2486199999999998,0.125324,1.2548936247252196,5.731582392209013,1.0,1.0,1.0,1.2486199999999998,0.125324,True
325.0,1.2486249999999999,0.12532500000000002,1.2548986995969036,5.731605022880219,1.0,1.0,1.0,1.2486249999999999,0.12532500000000002,True
326.0,1.24863,0.125326,1.2549037744687834,5.731627653368382,1.0,1.0,1.0,1.24863,0.125326,True
327.0,1.248635,0.125327,1.2549088493408596,5.7316502836735115,1.0,1.0,1.0,1.248635,0.125327,True
328.0,1.24864,0.125328,1.254913924213131,5.731672913795607,1.0,1.0,1.0,1.24864,0.125328,True
329.0,1.248645,0.125329,1.2549189990855982,5.73169554373467,1.0,1.0,1.0,1.248645,0.125329,True
330.0,1.24865,0.12533,1.2549240739582614,5.7317181734907034,1.0,1.0,1.0,1.24865,0.12533,True
331.0,1.2486549999999998,0.125331,1.2549291488311203,5.731740803063711,1.0,1.0,1.0,1.2486549999999998,0.125331,True
332.0,1.2486599999999999,0.125332,1.2549342237041745,5.731763432453693,1.0,1.0,1.0,1.2486599999999999,0.125332,True
333.0,1.248665,0.125333,1.254939298577425,5.731786061660651,1.0,1.0,1.0,1.248665,0.125333,True
334.0,1.24867,0.125334,1.2549443734508712,5.7318086906845895,1.0,1.0,1.0,1.24867,0.125334,True
335.0,1.248675,0.125335,1.2549494483245132,5.731831319525509,1.0,1.0,1.0,1.248675,0.125335,True
336.0,1.24868,0.125336,1.2549545231983508,5.731853948183412,1.0,1.0,1.0,1.24868,0.125336,True
337.0,1.248685,0.125337,1.2549595980723842,5.731876576658302,1.0,1.0,1.0,1.248685,0.125337,True
338.0,1.2486899999999999,0.125338,1.254964672946613,5.731899204950181,1.0,1.0,1.0,1.2486899999999999,0.125338,True
